Date,Hour,Timestamp,Time,Slot_ID,Slot_Type,Zone,Status,Status_Code,System_Status,PARKING OCCUPANCY,Total_Cars_Today,Total_Revenue,Avg_Parking_Duration_Hour,Peak_Hour_KPI,Potential_Lost_Revenue,Slot_Turnover_Rate,Smart_Alert
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_23,Standard,Zone D,Free,0,Online,27.0,11,165.0,1.5,14,405.0,2.71,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_25,Standard,Zone C,Free,0,Online,27.0,11,165.0,1.5,14,405.0,2.05,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_24,Standard,Zone B,Free,0,Online,27.0,11,165.0,1.5,14,405.0,0.73,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_26,Standard,Zone D,Busy,1,Online,27.0,11,165.0,1.5,14,405.0,2.32,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_27,Standard,Zone A,Free,0,Online,27.0,11,165.0,1.5,14,405.0,2.94,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_28,Standard,Zone B,Busy,1,Online,27.0,11,165.0,1.5,14,405.0,2.85,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_29,Standard,Zone B,Busy,1,Online,27.0,11,165.0,1.5,14,405.0,1.88,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_30,Standard,Zone B,Busy,1,Online,27.0,11,165.0,1.5,14,405.0,1.12,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_31,Standard,Zone A,Free,0,Online,27.0,11,165.0,1.5,14,405.0,1.85,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_32,Standard,Zone B,Free,0,Online,27.0,11,165.0,1.5,14,405.0,2.62,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_33,Standard,Zone B,Free,0,Online,27.0,11,165.0,1.5,14,405.0,2.35,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_36,Standard,Zone B,Free,0,Online,27.0,11,165.0,1.5,14,405.0,0.93,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_35,Standard,Zone D,Free,0,Online,27.0,11,165.0,1.5,14,405.0,1.25,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_34,Standard,Zone A,Free,0,Online,27.0,11,165.0,1.5,14,405.0,1.21,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:49:27,14:49:27,Slot_35,Standard,Zone D,Busy,1,Online,27.0,11,165.0,1.5,14,405.0,0.54,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_01,Standard,Zone B,Free,0,Online,27.0,12,180.0,1.5,14,405.0,0.55,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_02,Standard,Zone A,Free,0,Online,27.0,12,180.0,1.5,14,405.0,0.85,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_03,Standard,Zone B,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,2.23,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_04,Standard,Zone B,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.91,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_05,Standard,Zone B,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,1.38,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_06,Standard,Zone D,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.89,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_09,Standard,Zone D,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.57,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_08,Standard,Zone B,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,1.14,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_07,Standard,Zone D,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.34,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_10,Standard,Zone D,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.8,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_11,Standard,Zone C,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.92,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_12,Standard,Zone B,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,1.89,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_16,Standard,Zone A,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.56,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_13,Standard,Zone C,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.47,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_14,Standard,Zone A,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.74,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_20,Standard,Zone C,Free,0,Online,27.0,12,180.0,1.5,14,405.0,0.77,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_21,Standard,Zone A,Free,0,Online,27.0,12,180.0,1.5,14,405.0,0.91,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_18,Standard,Zone C,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,1.22,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_15,Standard,Zone A,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.64,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_17,Standard,Zone D,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.93,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_19,Standard,Zone C,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.78,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_25,Standard,Zone C,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.44,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_22,Standard,Zone A,Free,0,Online,27.0,12,180.0,1.5,14,405.0,0.55,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_23,Standard,Zone D,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.87,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_24,Standard,Zone B,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.87,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_26,Standard,Zone D,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,1.64,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_27,Standard,Zone A,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.56,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_28,Standard,Zone B,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,2.58,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_29,Standard,Zone B,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,1.36,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_30,Standard,Zone B,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,2.11,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_31,Standard,Zone A,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.69,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_32,Standard,Zone B,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.58,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_33,Standard,Zone B,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.61,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_35,Standard,Zone D,Free,0,Online,27.0,12,180.0,1.5,14,405.0,1.92,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_36,Standard,Zone B,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.96,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_34,Standard,Zone A,Free,0,Online,27.0,12,180.0,1.5,14,405.0,2.42,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:54:27,14:54:27,Slot_35,Standard,Zone D,Busy,1,Online,27.0,12,180.0,1.5,14,405.0,2.82,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_01,Standard,Zone B,Free,0,Online,27.0,13,195.0,1.5,14,405.0,0.89,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_02,Standard,Zone A,Free,0,Online,27.0,13,195.0,1.5,14,405.0,2.97,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_03,Standard,Zone B,Busy,1,Online,27.0,13,195.0,1.5,14,405.0,0.71,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_04,Standard,Zone B,Free,0,Online,27.0,13,195.0,1.5,14,405.0,2.42,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_05,Standard,Zone B,Busy,1,Online,27.0,13,195.0,1.5,14,405.0,1.68,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_06,Standard,Zone D,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.75,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_09,Standard,Zone D,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.81,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_08,Standard,Zone B,Busy,1,Online,27.0,13,195.0,1.5,14,405.0,1.34,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_07,Standard,Zone D,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.6,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_10,Standard,Zone D,Free,0,Online,27.0,13,195.0,1.5,14,405.0,0.52,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_11,Standard,Zone C,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.66,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_12,Standard,Zone B,Busy,1,Online,27.0,13,195.0,1.5,14,405.0,0.61,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_13,Standard,Zone C,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.5,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_14,Standard,Zone A,Free,0,Online,27.0,13,195.0,1.5,14,405.0,2.1,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_16,Standard,Zone A,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.3,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_18,Standard,Zone C,Busy,1,Online,27.0,13,195.0,1.5,14,405.0,2.36,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_21,Standard,Zone A,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.17,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_20,Standard,Zone C,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.03,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_15,Standard,Zone A,Free,0,Online,27.0,13,195.0,1.5,14,405.0,2.25,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_25,Standard,Zone C,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.13,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_19,Standard,Zone C,Free,0,Online,27.0,13,195.0,1.5,14,405.0,2.68,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_17,Standard,Zone D,Free,0,Online,27.0,13,195.0,1.5,14,405.0,2.02,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_22,Standard,Zone A,Free,0,Online,27.0,13,195.0,1.5,14,405.0,2.59,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_24,Standard,Zone B,Free,0,Online,27.0,13,195.0,1.5,14,405.0,2.21,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_23,Standard,Zone D,Free,0,Online,27.0,13,195.0,1.5,14,405.0,2.89,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_26,Standard,Zone D,Busy,1,Online,27.0,13,195.0,1.5,14,405.0,2.92,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_27,Standard,Zone A,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.88,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_28,Standard,Zone B,Busy,1,Online,27.0,13,195.0,1.5,14,405.0,0.63,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_29,Standard,Zone B,Busy,1,Online,27.0,13,195.0,1.5,14,405.0,1.37,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_30,Standard,Zone B,Busy,1,Online,27.0,13,195.0,1.5,14,405.0,0.74,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_31,Standard,Zone A,Free,0,Online,27.0,13,195.0,1.5,14,405.0,1.11,🟢 Low Occupancy - Many Spots Free
7/14/2026,14,2026-07-14 14:59:27,14:59:27,Slot_32,Standard,Zone B,Free,0,Online,27.0,13,195.0,1.5,14,405.0,0.93,🟢 Low Occupancy - Many Spots Free
